incident_number,year,country,region,city,route,year_found,where_found,how_long_dead,where_death_registered,date_death_registered,circumstances,details_of_incident,primary_cause,secondary_cause,identification_status,details_of_identification,labels,sex,age,estimated_age,stated_nationality,place_of_birth,place_of_last_known_residence,guessed_nationality,descriptions_of_race,personal_items,features,other_information
NA,1990,Spain,Cadiz,Tarifa,Western Mediterranean (sea),1990,NA,NA,Tarifa,22/02/1990,NA,NA,drowning,NA,unidentified,NA,unidentified person,NA,NA,NA,NA,NA,NA,Morocco,NA,NA,NA,NA
NA,1990,Spain,Cadiz,Tarifa,Western Mediterranean (sea),NA,beach Valdevaqueros,NA,Tarifa,7/11/1992,NA,NA,drowning,NA,identified,NA,NA,male,21,NA,Morocco,NA,NA,NA,NA,NA,NA,NA
NA,1990,Spain,Cadiz,Algeciras,Western Mediterranean (sea),NA,NA,NA,Algeciras,4/09/1990,NA,NA,drowning,NA,identified,NA,NA,male,21,NA,Morocco,NA,NA,NA,NA,NA,NA,NA
NA,1990,Spain,Cadiz,Algeciras,Western Mediterranean (sea),NA,NA,NA,Algeciras,23/01/1991,NA,NA,drowning,NA,identified,NA,NA,male,25,NA,Morocco,NA,NA,NA,NA,NA,NA,NA
NA,1990,Spain,Granada,Almunecar,Western Mediterranean (sea),1990,"sea, 40m from coast",4-6 weeks,Almunecar,25/05/1990,NA,NA,drowning,injury to the chest,unidentified,NA,unknown,female,NA,NA,NA,NA,NA,NA,NA,clothes,NA,NA
NA,1990,Spain,Huelva,Ayamonte,Western Mediterranean (sea),NA,NA,NA,Ayamonte,22/04/2014,NA,NA,drowning,NA,unidentified,NA,unknown,male,NA,20-30,NA,NA,NA,NA,black / Sub-Saharan African,NA,NA,NA
NA,1990,Spain,Almeria,Nijar,Western Mediterranean (sea),NA,NA,NA,Nijar,27/02/1990,NA,NA,drowning,NA,identified,NA,NA,NA,29,NA,Egypt,NA,NA,NA,NA,NA,NA,NA
NA,1990,Spain,Balearic Islands,"Mallorca, Capdepera",Western Mediterranean (sea),1990,NA,NA,Capdepera,28/12/1990,NA,NA,NA,NA,unidentified,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA
NA,1990,Spain,Santa Cruz de Tenerife,"Tenerife, Santa Cruz de Tenerife",Atlantic,NA,NA,NA,Santa Cruz de Tenerife,9/08/1990,NA,NA,drowning,NA,unidentified,first name provided,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1990,Spain,Melilla,Melilla,Western Mediterranean (land),NA,NA,NA,Melilla,10/07/1990,NA,NA,drowning,NA,identified,NA,NA,female,35,NA,Morocco,NA,NA,NA,NA,NA,NA,NA
NA,1990,Italy,"Sicily, Agrigento",Linosa,Central Mediterranean,NA,NA,NA,NA,NA,NA,NA,drowning,hypothermia,unidentified,NA,unidentified person,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1990,Italy,"Sicily, Messina",Messina,Central Mediterranean,NA,NA,NA,Messina,11/04/1990,NA,NA,NA,NA,unidentified,NA,unknown/stranger,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1990,Italy,"Sicily, Trapani",Pantelleria,Central Mediterranean,1990,"high seas, 30n.mi. from Pantelleria",NA,Pantelleria,10/06/1990,NA,NA,NA,NA,unidentified,NA,unidentified person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sicily 1,1990,Italy,"Sicily, Trapani",Alcamo,Central Mediterranean,NA,NA,NA,Alcamo,13/06/1990,NA,NA,NA,NA,identified,NA,NA,male,28,NA,NA,Tunisia,NA,NA,NA,NA,NA,NA
Sicily 1,1990,Italy,"Sicily, Trapani",Alcamo,Central Mediterranean,NA,NA,NA,Alcamo,13/06/1990,NA,NA,NA,NA,identified,NA,NA,male,24,NA,Tunisia,Tunisia,NA,NA,NA,NA,NA,NA
NA,1990,Italy,"Puglia, Bari",Bari,Adriatic (sea),NA,"41.18 N 17.20 E, 24n.mi. from coast",NA,Bari-Murat,30/01/1990,NA,NA,drowning,suffocation,unidentified,NA,unknown person,female,NA,NA,NA,NA,NA,Yugoslavia,NA,NA,NA,NA
NA,1990,Italy,"Puglia, Foggia",Lesina,Adriatic (sea),1990,coast of Lesina,NA,NA,NA,NA,NA,drowning,NA,unidentified,NA,unknown/stranger,NA,NA,55-60,NA,NA,NA,NA,NA,NA,NA,NA
NA,1990,Italy,"Puglia, Lecce",Lecce,Adriatic (sea),NA,NA,NA,Lecce,23/03/1998,NA,NA,NA,NA,unidentified,NA,"unidentified person of male sex, non-EU",male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1990,Greece,Evros,Didimoticho,Eastern Mediterranean (land),NA,NA,NA,Didimoticho,12/01/1990,NA,NA,cardiac arrest,hypothermia,identified,NA,NA,male,22,NA,Turkey,NA,NA,NA,NA,NA,NA,NA
NA,1990,Greece,North Aegean,"Lemnos, Myrina",Eastern Mediterranean (sea),1990,"Dermonas Beach, Moudros area",NA,Myrina,24/10/1990,NA,NA,drowning,NA,unidentified,NA,unknown man,male,NA,NA,NA,NA,NA,NA,NA,swimsuit,NA,decomposed
NA,1990,Greece,Dodecanese,Rhodes,Eastern Mediterranean (sea),1990,"sea, Kallithea, Rhodes",15 days,Rhodes City,19/01/1990,NA,NA,undetermined due to decomposition,presumed drowning,unidentified,NA,unidentified man,male,NA,50-55,NA,NA,NA,NA,NA,NA,NA,NA
NA,1990,Greece,Crete,Palaikastro,Eastern Mediterranean (sea),NA,NA,NA,Itanos,9/10/1991,NA,NA,drowning,NA,unidentified,NA,unidentified,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1990,Greece,Epirus,Filiates,Adriatic (land),NA,NA,6 months,Filiates,9/07/1991,NA,NA,starvation,exhaustion,identified,NA,NA,male,21,NA,Albania,Albania,NA,NA,NA,NA,NA,NA
NA,1990,Greece,Epirus,Filiates,Adriatic (land),NA,NA,5 months,Filiates,5/11/1990,NA,NA,cardiac arrest,hypothermia,identified,NA,NA,male,25,NA,Albania,Albania,NA,NA,NA,NA,NA,NA
NA,1990,Greece,Epirus,Filiates,Adriatic (land),NA,NA,2 months,Filiates,2/11/1990,NA,NA,cardiac arrest,exhaustion,identified,NA,NA,male,29,NA,Albania,Albania,Albania,NA,NA,NA,NA,NA
NA,1990,Spain,Ceuta,Ceuta,Western Mediterranean (land),NA,NA,NA,Ceuta,24/12/1990,NA,NA,carbon monoxide poisoning,NA,identified,NA,NA,NA,25,NA,Morocco,NA,NA,NA,NA,NA,NA,NA
NA,1991,Spain,Cadiz,San Roque,Western Mediterranean (sea),NA,NA,NA,San Roque,14/10/1991,NA,NA,drowning,NA,unidentified,NA,unknown cadaver,male,NA,20-25,NA,NA,NA,NA,North African,NA,NA,NA
NA,1991,Spain,Cadiz,San Roque,Western Mediterranean (sea),NA,NA,NA,San Roque,2/01/1992,NA,NA,drowning,NA,unidentified,NA,unknown cadaver,male,NA,NA,NA,NA,NA,NA,black,NA,NA,NA
Cadiz 2,1991,Spain,Cadiz,Tarifa,Western Mediterranean (sea),NA,NA,NA,Tarifa,18/01/1991,NA,illegal landing,drowning,NA,identified,name and nationality added on 12/2/1991,"unknown person, black race",NA,25,NA,Senegal,NA,NA,NA,black,NA,NA,NA
Cadiz 2,1991,Spain,Cadiz,Tarifa,Western Mediterranean (sea),NA,NA,NA,Tarifa,18/01/1991,NA,illegal landing,drowning,NA,identified,name and nationality added on 12/2/1992,"unknown person, black race",NA,NA,NA,Senegal,NA,NA,NA,black,NA,NA,NA
Cadiz 2,1991,Spain,Cadiz,Tarifa,Western Mediterranean (sea),NA,NA,NA,Tarifa,9/03/1991,NA,shipwreck,drowning,NA,identified,NA,"unknown person, black race",NA,22,NA,Senegal,NA,NA,NA,black,NA,NA,NA
NA,1991,Spain,Cadiz,Tarifa,Western Mediterranean (sea),NA,NA,NA,Tarifa,6/11/1991,NA,NA,drowning,NA,identified,NA,NA,male,30,NA,Senegal,NA,NA,NA,NA,NA,NA,NA
NA,1991,Spain,Cadiz,Conil de la Frontera,Western Mediterranean (sea),NA,NA,NA,Conil de la Frontera,7/04/1991,NA,NA,drowning,NA,unidentified,NA,unknown male,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1991,Spain,Cadiz,Algeciras,Western Mediterranean (sea),NA,NA,NA,Algeciras,5/05/1992,NA,NA,drowning,NA,unidentified,first name provided,NA,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1991,Spain,Cadiz,Algeciras,Western Mediterranean (sea),1991,NA,NA,Algeciras,16/01/1992,NA,NA,NA,NA,unidentified,NA,unknown,NA,NA,25-30,NA,NA,NA,Morocco,NA,NA,NA,NA
NA,1991,Spain,Cadiz,Algeciras,Western Mediterranean (sea),NA,NA,NA,Algeciras,12/11/1991,NA,NA,shock (traumatic),NA,unidentified,NA,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1991,Spain,Cadiz,Algeciras,Western Mediterranean (sea),1991,NA,4-8 months,Algeciras,3/10/1991,NA,NA,NA,NA,unidentified,NA,unknown,NA,NA,40-50,NA,NA,NA,NA,NA,NA,NA,NA
NA,1991,Spain,Cadiz,Algeciras,Western Mediterranean (sea),NA,NA,NA,Algeciras,1/04/1991,NA,NA,inhalation of toxic gas,multiorgan failure,identified,NA,NA,male,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1991,Spain,Cadiz,Algeciras,Western Mediterranean (sea),NA,NA,NA,Algeciras,15/05/1991,NA,NA,drowning,NA,identified,NA,NA,male,24,NA,Morocco,NA,NA,NA,NA,NA,NA,NA
NA,1991,Spain,Cadiz,San Fernando de Cadiz,Western Mediterranean (sea),1991,beach Punta Boqueron,1 month,San Fernando de Cadiz,5/04/1991,NA,NA,drowning,NA,unidentified,NA,unidentified man,male,NA,25-35,NA,NA,NA,NA,NA,clothes,NA,advanced decomposition
NA,1991,Spain,Murcia,San Pedro del Pinatar,Western Mediterranean (sea),1992,"beach La Llana, San Pedro",more than 9 months,San Pedro del Pinatar,26/10/1992,NA,NA,NA,NA,unidentified,NA,NA,male,NA,35-50,NA,NA,NA,NA,NA,NA,"1.70-1.72m, polio in right leg",NA
NA,1991,Spain,Almeria,Almeria,Western Mediterranean (sea),NA,NA,NA,Almeria,15/02/1991,NA,NA,drowning,NA,identified,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1991,Spain,Balearic Islands,"Ibiza, Sant Joan de Labritja",Western Mediterranean (sea),NA,NA,NA,Sant Joan de Labritja,22/01/1992,NA,NA,NA,NA,unidentified,NA,"cadaver, unidentified male",male,NA,NA,NA,NA,NA,NA,NA,clothes,NA,NA
NA,1991,Spain,Balearic Islands,"Mallorca, Capdepera",Western Mediterranean (sea),1992,NA,6-12 months,Capdepera,2/09/1992,NA,NA,NA,presumed drowning,unidentified,NA,NA,female,NA,30-35,NA,NA,NA,NA,NA,NA,NA,NA
NA,1991,Spain,Alicante,Torrevieja,Western Mediterranean (sea),NA,NA,NA,Torrevieja,8/08/1991,NA,NA,drowning,NA,identified,NA,NA,male,NA,NA,Algeria,NA,NA,NA,NA,NA,NA,NA
NA,1991,Spain,Alicante,Altea,Western Mediterranean (sea),NA,NA,NA,Altea,27/09/1991,NA,NA,suffocation,respiratory failure,unidentified,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA
NA,1991,Spain,Santa Cruz de Tenerife,"Tenerife, Arico",Atlantic,NA,NA,NA,Arico,4/03/1993,NA,NA,drowning,NA,unidentified,NA,NA,male,NA,NA,NA,NA,NA,NA,black,NA,NA,NA
NA,1991,Spain,Malaga,Manilva,Western Mediterranean (sea),NA,NA,NA,Manilva,14/01/1992,NA,NA,drowning,NA,unidentified,NA,unknown African man,male,NA,NA,NA,NA,NA,NA,African,NA,NA,NA
NA,1991,Spain,Melilla,Melilla,Western Mediterranean (land),NA,NA,NA,Melilla,27/05/1991,NA,NA,drowning,NA,unidentified,NA,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1991,Spain,Melilla,Melilla,Western Mediterranean (land),NA,NA,NA,Melilla,7/06/1991,NA,NA,NA,NA,unidentified,NA,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1991,Spain,Melilla,Melilla,Western Mediterranean (land),NA,NA,NA,Melilla,9/07/1991,NA,NA,NA,NA,unidentified,NA,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1991,Spain,Melilla,Melilla,Western Mediterranean (land),NA,NA,NA,Melilla,18/07/1991,NA,NA,drowning,NA,identified,NA,NA,male,21,NA,Morocco,NA,NA,NA,NA,NA,NA,NA
NA,1991,Spain,Melilla,Melilla,Western Mediterranean (land),NA,NA,NA,Melilla,27/09/1991,NA,NA,drowning,NA,unidentified,NA,unknown,NA,NA,20-30,NA,NA,NA,NA,NA,NA,NA,NA
NA,1991,Spain,Melilla,Melilla,Western Mediterranean (land),NA,NA,NA,Melilla,9/10/1991,NA,NA,cardiorespiratory arrest,NA,identified,NA,NA,male,29,NA,Morocco,NA,NA,NA,NA,NA,NA,NA
NA,1991,Italy,"Sicily, Catania",Catania,Central Mediterranean,NA,NA,NA,Catania,17/08/1991,NA,NA,NA,NA,identified,NA,NA,male,29,NA,Tunisia,Tunisia,NA,NA,NA,NA,NA,NA
NA,1991,Italy,"Sicily, Trapani",Favignana,Central Mediterranean,1991,sea near the harbour of Marettimo island,3-5 weeks,Favignana,14/10/1991,"died between 24/5/1991 and 4/6/1991, only part of body found",NA,drowning,"injury, internal, external",unidentified,NA,cadaver of unidentified person,male,NA,40,NA,NA,NA,NA,NA,NA,1.70m,advanced decomposition
NA,1991,Italy,"Sicily, Siracusa",Pachino,Central Mediterranean,1991,"sea, near Marzamemi, Pachino",NA,NA,NA,NA,NA,NA,NA,unidentified,NA,cadaver of unidentified person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sicily 2,1991,Italy,"Sicily, Siracusa",Portopalo di Capo Passero,Central Mediterranean,1991,NA,3 months,Portopalo di Capo Passero,05/04/1991,NA,NA,NA,NA,identified,NA,NA,male,30,NA,Nigeria,Nigeria,NA,NA,NA,NA,NA,NA
Sicily 2,1991,Italy,"Sicily, Siracusa",Portopalo di Capo Passero,Central Mediterranean,1991,NA,3 months,Portopalo di Capo Passero,05/04/1991,NA,NA,NA,NA,identified,NA,NA,male,31,NA,Nigeria,Nigeria,NA,NA,NA,NA,NA,NA
NA,1991,Italy,"Puglia, Bari",Molfetta,Adriatic (sea),NA,NA,NA,Molfetta,24/09/1991,NA,NA,NA,NA,identified,NA,NA,male,24,NA,Albania,NA,Albania,NA,NA,NA,NA,NA
NA,1991,Italy,"Puglia, Bari",Bari,Adriatic (sea),NA,NA,NA,Bari-Murat,04/05/1992,NA,NA,NA,NA,identified,NA,NA,male,19,NA,Albania,NA,Albania,NA,NA,NA,NA,NA
Puglia 5,1991,Italy,"Puglia, Lecce",Otranto,Adriatic (sea),NA,NA,NA,Otranto,01/07/1991,NA,NA,suffocation,NA,identified,NA,NA,male,17,NA,Albania,NA,NA,NA,NA,NA,NA,NA
Puglia 5,1991,Italy,"Puglia, Lecce",Otranto,Adriatic (sea),NA,NA,NA,Otranto,01/07/1991,NA,NA,suffocation,NA,identified,NA,NA,male,22,NA,Albania,NA,NA,NA,NA,NA,NA,NA
NA,1991,Italy,"Puglia, Lecce",Otranto,Adriatic (sea),NA,NA,NA,Otranto,01/03/1991,NA,NA,NA,NA,identified,NA,NA,male,33,NA,Albania,NA,NA,NA,NA,NA,NA,NA
NA,1991,Italy,"Puglia, Lecce",Melendugno,Adriatic (sea),NA,NA,NA,Melendugno,10/08/1991,NA,NA,NA,NA,identified,NA,NA,male,36,NA,Albania,Albania,Albania,NA,NA,NA,NA,NA
NA,1991,Italy,"Puglia, Brindisi",Brindisi,Adriatic (sea),1991,high seas,NA,Brindisi,13/05/1992,found by Navy boat Pantelleria,NA,NA,NA,unidentified,NA,unidentified person,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1991,Italy,"Puglia, Brindisi",Brindisi,Adriatic (sea),1991,NA,NA,Brindisi,27/02/1992,NA,NA,NA,NA,unidentified,NA,unknown person,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1991,Italy,"Puglia, Brindisi",Carovigno,Adriatic (sea),NA,NA,NA,Carovigno,04/01/1991,NA,NA,NA,NA,identified,NA,NA,male,16,NA,Albania,NA,NA,NA,NA,NA,NA,NA
NA,1991,Italy,"Puglia, Lecce",Lecce,Adriatic (sea),NA,NA,NA,Lecce,23/03/1998,NA,NA,NA,NA,unidentified,NA,unidentified person of male sex,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1991,Greece,Evros,Alexandroupoli,Eastern Mediterranean (land),NA,NA,NA,Alexandroupoli,12/03/1991,NA,NA,drowning,NA,identified,NA,NA,male,NA,25-35,NA,NA,NA,NA,NA,NA,NA,NA
NA,1991,Greece,Dodecanese,Rhodes,Eastern Mediterranean (sea),1991,"sea, Paradisi, close to Rhodes airport",2 months,Rhodes City,19/04/1991,NA,NA,NA,presumed drowning,unidentified,NA,unidentified man,male,NA,35-50,NA,NA,NA,NA,NA,NA,NA,advanced decomposition
NA,1991,Greece,Dodecanese,Rhodes,Eastern Mediterranean (sea),1991,"sea, between Kastellorizo and Ros rock",30 hours,Rhodes City,15/11/1991,NA,NA,heart attack,NA,identified,NA,NA,male,33,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crete 6,1991,Greece,Crete,Souda,Eastern Mediterranean (sea),NA,NA,NA,Souda,25/01/1991,NA,shipwreck,drowning,NA,identified,NA,NA,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crete 6,1991,Greece,Crete,Souda,Eastern Mediterranean (sea),NA,NA,NA,Souda,25/01/1991,NA,shipwreck,drowning,NA,identified,NA,NA,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crete 6,1991,Greece,Crete,Souda,Eastern Mediterranean (sea),NA,NA,NA,Souda,25/01/1991,NA,shipwreck,drowning,NA,unidentified,first name provided,NA,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crete 6,1991,Greece,Crete,Souda,Eastern Mediterranean (sea),NA,NA,NA,Souda,25/01/1991,NA,shipwreck,drowning,NA,identified,NA,NA,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crete 6,1991,Greece,Crete,Souda,Eastern Mediterranean (sea),NA,NA,NA,Souda,25/01/1991,NA,shipwreck,drowning,NA,identified,NA,NA,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crete 6,1991,Greece,Crete,Souda,Eastern Mediterranean (sea),NA,NA,NA,Souda,25/01/1991,NA,shipwreck,drowning,NA,unidentified,first name provided,NA,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crete 6,1991,Greece,Crete,Souda,Eastern Mediterranean (sea),NA,NA,NA,Souda,25/01/1991,NA,shipwreck,drowning,NA,identified,NA,NA,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crete 6,1991,Greece,Crete,Souda,Eastern Mediterranean (sea),NA,NA,NA,Souda,25/01/1991,NA,shipwreck,drowning,NA,identified,NA,NA,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crete 6,1991,Greece,Crete,Souda,Eastern Mediterranean (sea),NA,NA,NA,Souda,25/01/1991,NA,shipwreck,drowning,NA,unidentified,first name provided,NA,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crete 6,1991,Greece,Crete,Souda,Eastern Mediterranean (sea),NA,NA,NA,Souda,25/01/1991,NA,shipwreck,drowning,NA,unidentified,first name provided,NA,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crete 6,1991,Greece,Crete,Souda,Eastern Mediterranean (sea),NA,NA,NA,Souda,25/01/1991,NA,shipwreck,drowning,NA,identified,NA,NA,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crete 6,1991,Greece,Crete,Souda,Eastern Mediterranean (sea),NA,NA,NA,Souda,25/01/1991,NA,shipwreck,drowning,NA,identified,NA,NA,male,51,NA,India,NA,NA,NA,NA,NA,NA,NA
Crete 6,1991,Greece,Crete,Souda,Eastern Mediterranean (sea),NA,NA,NA,Souda,25/01/1991,NA,shipwreck,drowning,NA,identified,NA,NA,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crete 6,1991,Greece,Crete,Souda,Eastern Mediterranean (sea),NA,NA,NA,Souda,25/01/1991,NA,shipwreck,drowning,NA,identified,NA,NA,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crete 6,1991,Greece,Crete,Souda,Eastern Mediterranean (sea),NA,NA,NA,Souda,25/01/1991,NA,shipwreck,drowning,NA,identified,NA,NA,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crete 6,1991,Greece,Crete,Souda,Eastern Mediterranean (sea),NA,NA,NA,Souda,25/01/1991,NA,shipwreck,drowning,NA,identified,NA,NA,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crete 6,1991,Greece,Crete,Souda,Eastern Mediterranean (sea),NA,NA,NA,Souda,25/01/1991,NA,shipwreck,drowning,NA,unidentified,first name provided,NA,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crete 6,1991,Greece,Crete,Souda,Eastern Mediterranean (sea),NA,NA,NA,Souda,25/01/1991,NA,shipwreck,drowning,NA,unidentified,first name provided,NA,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crete 6,1991,Greece,Crete,Souda,Eastern Mediterranean (sea),NA,NA,NA,Souda,25/01/1991,NA,shipwreck,drowning,NA,identified,NA,NA,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crete 6,1991,Greece,Crete,Souda,Eastern Mediterranean (sea),NA,NA,NA,Souda,25/01/1991,NA,shipwreck,drowning,NA,identified,NA,NA,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crete 6,1991,Greece,Crete,Souda,Eastern Mediterranean (sea),NA,NA,NA,Souda,25/01/1991,NA,shipwreck,drowning,NA,identified,NA,NA,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crete 6,1991,Greece,Crete,Souda,Eastern Mediterranean (sea),NA,NA,NA,Souda,25/01/1991,NA,shipwreck,drowning,NA,identified,NA,NA,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crete 6,1991,Greece,Crete,Souda,Eastern Mediterranean (sea),NA,NA,NA,Souda,25/01/1991,NA,shipwreck,drowning,NA,unidentified,first name provided,NA,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crete 6,1991,Greece,Crete,Souda,Eastern Mediterranean (sea),NA,NA,NA,Souda,25/01/1991,NA,shipwreck,drowning,NA,identified,NA,NA,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crete 6,1991,Greece,Crete,Souda,Eastern Mediterranean (sea),NA,NA,NA,Souda,25/01/1991,NA,shipwreck,drowning,NA,identified,NA,NA,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crete 6,1991,Greece,Crete,Souda,Eastern Mediterranean (sea),NA,NA,NA,Souda,25/01/1991,NA,shipwreck,drowning,NA,identified,NA,NA,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1991,Greece,Ionian islands,Corfu,Adriatic (sea),NA,NA,NA,Corfu,14/01/1991,NA,NA,drowning,NA,unidentified,first name provided,NA,NA,22,NA,Albania,Albania,NA,NA,NA,NA,NA,NA
NA,1991,Greece,Ionian islands,Corfu,Adriatic (sea),1991,"sea, Roda, Corfu",NA,Corfu,2/02/1991,NA,NA,heart attack,hypothermia,unidentified,NA,unknown man,male,NA,25-30,NA,NA,NA,NA,NA,NA,NA,NA
NA,1991,Greece,Ionian islands,Corfu,Adriatic (sea),1991,NA,NA,Corfu,24/05/1991,NA,NA,heart attack,drowning,unidentified,NA,unknown man,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1991,Greece,Epirus,Filiates,Adriatic (land),NA,NA,NA,Filiates,2/02/1991,NA,NA,cardiac arrest,hypothermia,identified,NA,NA,male,NA,30,Albania,NA,NA,NA,NA,NA,NA,NA
NA,1991,Greece,Epirus,Filiates,Adriatic (land),NA,Tsamandas mountain,NA,Filiates,9/02/1991,NA,NA,hypothermia,NA,unidentified,NA,unknown,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1991,Spain,Ceuta,Ceuta,Western Mediterranean (land),NA,NA,NA,Ceuta,31/07/1991,NA,NA,drowning,NA,unidentified,NA,unknown male cadaver,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cadiz 4*,1992,Spain,Cadiz,Tarifa,Western Mediterranean (sea),NA,NA,NA,Tarifa,16/10/1992,NA,NA,drowning,NA,unidentified,NA,"unknown male, black race",male,NA,NA,NA,NA,NA,NA,black,NA,NA,NA
Cadiz 4,1992,Spain,Cadiz,Tarifa,Western Mediterranean (sea),NA,"sea, Tarifa",NA,Tarifa,14/10/1992,NA,NA,NA,NA,unidentified,NA,unknown male,male,NA,25-30,NA,NA,NA,NA,NA,NA,NA,NA
Cadiz 4,1992,Spain,Cadiz,Tarifa,Western Mediterranean (sea),NA,"sea, Tarifa",NA,Tarifa,23/10/1992,NA,NA,drowning,NA,unidentified,NA,unknown male,male,NA,26-28,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992,Spain,Cadiz,Tarifa,Western Mediterranean (sea),NA,NA,NA,Tarifa,31/07/1992,NA,NA,drowning,NA,identified,NA,NA,NA,32,NA,Morocco,NA,NA,NA,NA,NA,NA,NA
NA,1992,Spain,Cadiz,Tarifa,Western Mediterranean (sea),NA,NA,NA,Tarifa,31/07/1992,NA,NA,drowning,NA,unidentified,NA,"man, black race",male,NA,25-30,NA,NA,NA,NA,black,NA,NA,NA
NA,1992,Spain,Cadiz,Tarifa,Western Mediterranean (sea),NA,NA,NA,Tarifa,31/07/1992,NA,NA,drowning,NA,unidentified,NA,"unknown person, black race",male,NA,20-25,NA,NA,NA,NA,black,NA,NA,NA
Cadiz 3,1992,Spain,Cadiz,Tarifa,Western Mediterranean (sea),NA,"sea, Tarifa",NA,Tarifa,23/10/1992,NA,NA,drowning,NA,unidentified,NA,unknown male,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cadiz 3,1992,Spain,Cadiz,Tarifa,Western Mediterranean (sea),NA,"sea, Tarifa",NA,Tarifa,23/10/1992,NA,NA,drowning,NA,unidentified,NA,unknown male,male,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cadiz 3,1992,Spain,Cadiz,Tarifa,Western Mediterranean (sea),NA,"sea, Tarifa",NA,Tarifa,23/10/1992,NA,NA,drowning,NA,identified,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992,Spain,Cadiz,Algeciras,Western Mediterranean (sea),1993,NA,1 month,Algeciras,12/03/1993,NA,NA,drowning,NA,unidentified,NA,unknown male,male,NA,40-50,NA,NA,NA,NA,NA,clothes,NA,NA
NA,1992,Spain,Cadiz,Algeciras,Western Mediterranean (sea),NA,NA,NA,Algeciras,16/10/1992,NA,NA,inhalation of toxic gas,cardiac arrest,unidentified,NA,unknown,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cadiz 31,1992,Spain,Cadiz,Algeciras,Western Mediterranean (sea),NA,NA,NA,Algeciras,6/10/1992,NA,NA,drowning,NA,unidentified,NA,unknown,NA,NA,NA,Morocco,NA,NA,NA,NA,NA,NA,NA
