incident_number,year,country,region,city,route,year_found,where_found,how_long_dead,where_death_registered,date_death_registered,circumstances,details_of_incident,primary_cause,secondary_cause,identification_status,details_of_identification,labels,sex,age,estimated_age,stated_nationality,place_of_birth,place_of_last_known_residence,guessed_nationality,descriptions_of_race,personal_items,features,other_information
NA,1995,Italy,"Puglia, Lecce",Lecce,Adriatic (sea),NA,NA,NA,Lecce,11/12/1995,NA,NA,NA,NA,identified,NA,NA,male,22,NA,Albania,Albania,Albania,NA,NA,NA,NA,NA
NA,1995,Italy,"Puglia, Lecce",Lecce,Adriatic (sea),NA,NA,NA,Lecce,22/01/1996,NA,NA,NA,NA,identified,NA,NA,male,42,NA,Yugoslavia,Kosovo,Kosovo,NA,NA,NA,NA,NA
NA,1995,Italy,"Puglia, Lecce",Lecce,Adriatic (sea),NA,NA,NA,Lecce,15/12/1997,NA,NA,NA,NA,unidentified,NA,unidentified person,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1995,Italy,"Puglia, Lecce",Lecce,Adriatic (sea),NA,NA,NA,Lecce,15/12/1997,NA,NA,NA,NA,identified,NA,NA,male,20,NA,NA,Kosovo,NA,NA,NA,NA,NA,NA
NA,1995,Italy,"Puglia, Lecce",Lecce,Adriatic (sea),NA,NA,NA,Lecce,15/12/1997,NA,NA,NA,NA,unidentified,NA,unidentified person,female,NA,20-25,NA,NA,NA,NA,NA,NA,NA,NA
NA,1995,Italy,"Puglia, BAT",Margherita di Savoia,Adriatic (sea),NA,NA,NA,Margherita di Savoia,06/11/1995,NA,NA,NA,NA,identified,NA,NA,male,28,NA,Sudan,NA,NA,NA,NA,NA,NA,NA
NA,1995,Italy,"Puglia, Brindisi",Brindisi,Adriatic (sea),NA,NA,NA,Brindisi,05/12/1995,NA,NA,NA,NA,identified,NA,NA,male,33,NA,Albania,NA,NA,NA,NA,NA,NA,NA
Puglia 22,1995,Italy,"Puglia, Brindisi",Brindisi,Adriatic (sea),1995,"high seas, Otranto Channel",NA,Brindisi,22/09/1995,NA,NA,NA,NA,identified,NA,NA,male,22,NA,Albania,NA,NA,NA,NA,NA,NA,NA
Puglia 22,1995,Italy,"Puglia, Brindisi",Brindisi,Adriatic (sea),1995,"high seas, Otranto Channel",NA,Brindisi,22/09/1995,NA,NA,NA,NA,identified,NA,NA,male,39,NA,Albania,NA,NA,NA,NA,NA,NA,NA
Puglia 22,1995,Italy,"Puglia, Brindisi",Brindisi,Adriatic (sea),1995,high seas,NA,Brindisi,14/09/1995,NA,NA,NA,NA,identified,NA,NA,male,25,NA,Albania,NA,NA,NA,NA,NA,NA,NA
NA,1995,Italy,"Puglia, Brindisi",Brindisi,Adriatic (sea),1995,"beach, between Campo di Mare and Torre San Gennaro, Brindisi",NA,Brindisi,13/02/1995,only part of body found,NA,NA,NA,unidentified,NA,unidentified cadaver,female,NA,6-12,NA,NA,NA,NA,NA,NA,NA,NA
NA,1995,Italy,"Puglia, Lecce",Lecce,Adriatic (sea),NA,NA,NA,Lecce,15/04/1998,NA,NA,drowning,NA,unidentified,NA,unidentified person of male sex,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1995,Italy,"Sardinia, Cagliari",Cagliari,Central Mediterranean,NA,NA,NA,Cagliari,11/01/1995,NA,NA,NA,NA,identified,NA,NA,male,29,NA,Syria,NA,NA,NA,NA,NA,NA,NA
NA,1995,Greece,Evros,Peplos,Eastern Mediterranean (land),NA,NA,NA,Peplos,12/02/1996,NA,NA,hypothermia,NA,identified,NA,NA,male,28,NA,Iraq,Iraq,NA,NA,NA,NA,NA,NA
NA,1995,Greece,Evros,Alexandroupoli,Eastern Mediterranean (land),NA,NA,NA,Alexandroupoli,10/04/1996,body recovered by Alexandroupoli police,NA,NA,presumed hypothermia,identified,NA,NA,male,NA,25-30,NA,NA,NA,NA,Asian,NA,NA,NA
NA,1995,Greece,Evros,Alexandroupoli,Eastern Mediterranean (land),NA,NA,NA,Alexandroupoli,1/08/1995,NA,NA,drowning,NA,unidentified,NA,unidentified,male,NA,25-30,NA,NA,NA,NA,NA,NA,NA,NA
NA,1995,Greece,Evros,Alexandroupoli,Eastern Mediterranean (land),NA,NA,NA,Alexandroupoli,27/06/1995,NA,NA,NA,presumed drowning,unidentified,NA,unidentified,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA
NA,1995,Greece,Evros,Alexandroupoli,Eastern Mediterranean (land),NA,NA,NA,Alexandroupoli,15/06/1995,NA,NA,drowning,NA,unidentified,NA,unidentified,male,NA,20-25,NA,NA,NA,NA,NA,NA,NA,NA
NA,1995,Greece,Evros,Alexandroupoli,Eastern Mediterranean (land),NA,NA,NA,Alexandroupoli,12/05/1995,body recovered by Alexandroupoli police,NA,drowning,NA,unidentified,NA,unidentified,male,NA,25-30,NA,NA,NA,NA,NA,NA,NA,NA
NA,1995,Greece,North Aegean,"Lesvos, Plomari",Eastern Mediterranean (sea),1995,Ag. Varvara-Plagia,5 days,Plomari,16/06/1995,NA,NA,NA,"possible heart attack, presumed drowning",unidentified,NA,man unknown,male,NA,40-45,NA,NA,NA,NA,NA,NA,NA,NA
NA,1995,Greece,Dodecanese,Kos,Eastern Mediterranean (sea),1995,"sea, Trumbeto, S of Simi",NA,Kos City,27/07/1995,NA,NA,drowning,NA,unidentified,NA,unidentified man,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1995,Greece,Dodecanese,Rhodes,Eastern Mediterranean (sea),1995,"sea, Prassonisiou, Rhodes",20 months,Rhodes City,15/02/1996,NA,NA,undetermined due to decomposition,NA,unidentified,NA,unidentified man,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1995,Greece,Dodecanese,Rhodes,Eastern Mediterranean (sea),1995,"sea, Monolithos Rhodou",5-6 months,Rhodes City,20/04/1995,NA,NA,undetermined due to decomposition,NA,unidentified,NA,unidentified man,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1995,Greece,Dodecanese,Rhodes,Eastern Mediterranean (sea),1995,"sea, Stefania",more than 7 months,Rhodes City,20/04/1995,NA,NA,undetermined due to decomposition,NA,identified,NA,NA,male,30,NA,Turkey,NA,NA,NA,NA,NA,NA,NA
NA,1995,Greece,Dodecanese,Rhodes,Eastern Mediterranean (sea),1995,"sea, N of Karpathos island airport",NA,Rhodes City,21/02/1995,NA,NA,undetermined due to decomposition,NA,unidentified,NA,unidentified corpse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1995,Greece,Crete,Pithari,Eastern Mediterranean (sea),1995,Souda bay,NA,Akrotiri,11/12/1995,NA,NA,drowning,NA,unidentified,NA,unknown male,male,NA,20-35,NA,NA,NA,NA,NA,clothes,NA,NA
NA,1995,Greece,Crete,Heraklion,Eastern Mediterranean (sea),1995,"sea, Avgo island",NA,Heraklion,28/03/1996,NA,NA,NA,presumed drowning,unidentified,NA,unknown male,male,NA,60+,NA,NA,NA,NA,NA,NA,NA,NA
NA,1995,Greece,Ionian islands,Corfu,Adriatic (sea),1995,"sea, Dragotines, Corfu",NA,Corfu,14/02/1995,NA,NA,drowning,NA,unidentified,NA,corpse of a man of unknown data,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1995,Greece,Ionian islands,Corfu,Adriatic (sea),1995,"Agios Stefanos area, Kerasia",NA,Corfu,18/05/1995,NA,NA,drowning,NA,unidentified,NA,corpse of unknown data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1995,Greece,Ionian islands,Corfu,Adriatic (sea),1995,"sea, Kouloura",NA,Corfu,10/10/1995,NA,NA,drowning,NA,identified,NA,NA,male,24,NA,Albania,Albania,Albania,NA,NA,NA,NA,NA
NA,1995,Greece,Ionian islands,Corfu,Adriatic (sea),1995,"sea, Kerasia, Corfu",NA,Corfu,5/12/1995,NA,NA,drowning,NA,unidentified,NA,man of unknown data,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1995,Greece,Western Macedonia,Kastoria,Adriatic (land),NA,NA,5 days,Kastoria,24/02/1995,NA,NA,hypothermia,NA,unidentified,NA,man of unknown data,male,NA,NA,NA,NA,NA,Albania,NA,NA,NA,NA
NA,1996,Spain,Cadiz,Tarifa,Western Mediterranean (sea),NA,NA,NA,Tarifa,6/06/1996,NA,NA,drowning,NA,unidentified,NA,unknown person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1996,Spain,Cadiz,Tarifa,Western Mediterranean (sea),NA,NA,NA,Tarifa,12/11/1996,NA,sinking patera,drowning,NA,unidentified,NA,unknown male,male,NA,25-30,NA,NA,NA,NA,NA,NA,NA,NA
NA,1996,Spain,Cadiz,Tarifa,Western Mediterranean (sea),NA,NA,NA,Tarifa,31/10/1996,NA,NA,drowning,NA,unidentified,NA,unknown male,male,NA,30-40,NA,NA,NA,NA,NA,NA,NA,NA
Cadiz 5*,1996,Spain,Cadiz,Tarifa,Western Mediterranean (sea),NA,NA,NA,Tarifa,11/06/1996,NA,NA,drowning,NA,unidentified,NA,"unknown, probably arab",NA,NA,20-25,NA,NA,NA,NA,arab,NA,NA,NA
Cadiz 5*,1996,Spain,Cadiz,Tarifa,Western Mediterranean (sea),NA,NA,NA,Tarifa,12/06/1996,NA,NA,drowning,NA,unidentified,NA,"unidentified, probably arab",NA,NA,20-25,NA,NA,NA,NA,arab,NA,NA,NA
NA,1996,Spain,Cadiz,Tarifa,Western Mediterranean (sea),NA,NA,NA,Tarifa,28/09/2009,NA,NA,drowning,NA,identified,NA,NA,male,24,NA,Morocco,NA,NA,NA,NA,NA,NA,NA
NA,1996,Spain,Cadiz,Chiclana de la Frontera,Western Mediterranean (sea),1996,beach,NA,Chiclana de la Frontera,23/02/1996,NA,NA,NA,NA,unidentified,NA,NA,male,NA,NA,NA,NA,NA,NA,NA,money,NA,NA
NA,1996,Spain,Cadiz,Algeciras,Western Mediterranean (sea),NA,NA,NA,Algeciras,31/10/1996,NA,NA,drowning,NA,identified,NA,NA,male,19,NA,Algeria,Algeria,NA,NA,NA,NA,NA,NA
Cadiz 30,1996,Spain,Cadiz,Algeciras,Western Mediterranean (sea),NA,NA,NA,Algeciras,28/10/1996,NA,sinking boat,drowning,NA,unidentified,NA,unknown male,male,NA,NA,NA,NA,NA,NA,arab,clothes,NA,NA
Cadiz 30,1996,Spain,Cadiz,Algeciras,Western Mediterranean (sea),NA,NA,NA,Algeciras,28/10/1996,NA,sinking boat,drowning,NA,unidentified,NA,unknown male,male,NA,NA,NA,NA,NA,NA,arab,clothes,NA,NA
Cadiz 30,1996,Spain,Cadiz,Algeciras,Western Mediterranean (sea),NA,NA,NA,Algeciras,28/10/1996,NA,sinking boat,drowning,NA,unidentified,NA,unknown male,male,NA,30,NA,NA,NA,NA,arab,clothes,NA,NA
Cadiz 30,1996,Spain,Cadiz,Algeciras,Western Mediterranean (sea),NA,NA,NA,Algeciras,28/10/1996,NA,sinking boat,drowning,NA,unidentified,NA,unknown male,male,NA,20,NA,NA,NA,NA,arab,clothes,NA,NA
NA,1996,Spain,Cadiz,Cadiz,Western Mediterranean (sea),NA,NA,NA,Cadiz,30/01/1996,body found in salt water,maritime accident,"shock (hemorrhagic, traumatic)",NA,identified,NA,NA,NA,NA,NA,Egypt,NA,NA,NA,NA,NA,NA,NA
Cadiz 39,1996,Spain,Cadiz,Barbate,Western Mediterranean (sea),NA,"small bay, Cala Isabel",NA,Barbate,23/03/1996,NA,NA,drowning,NA,identified,NA,NA,male,21,NA,Morocco,NA,NA,NA,NA,NA,NA,NA
Cadiz 39,1996,Spain,Cadiz,Barbate,Western Mediterranean (sea),NA,"small bay, Cala Isabel",NA,Barbate,27/03/1996,NA,NA,drowning,NA,identified,NA,NA,male,23,NA,Morocco,NA,NA,NA,NA,NA,NA,NA
NA,1996,Spain,Cadiz,Barbate,Western Mediterranean (sea),NA,"beach del Carmen, Zahara de los Atunes",NA,Barbate,8/08/1996,NA,NA,drowning,NA,unidentified,NA,NA,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1996,Spain,Cadiz,San Fernando de Cadiz,Western Mediterranean (sea),1996,San Fernando de Cadiz,NA,San Fernando de Cadiz,5/12/1996,NA,NA,NA,NA,identified,NA,NA,NA,NA,NA,Morocco,Morocco,NA,NA,NA,NA,NA,NA
NA,1996,Spain,Almeria,Almeria,Western Mediterranean (sea),1996,"beach Almoladeras, Almeria",NA,Almeria,18/07/1996,NA,NA,drowning,NA,unidentified,NA,unknown,male,NA,21,NA,NA,NA,NA,black / Sub-Saharan African,clothes,NA,NA
Melilla 1,1996,Spain,Melilla,Melilla,Western Mediterranean (land),NA,NA,NA,Melilla,26/01/1996,NA,NA,NA,NA,unidentified,NA,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Melilla 1,1996,Spain,Melilla,Melilla,Western Mediterranean (land),NA,sea cliffs of H Coloradas,NA,Melilla,30/01/1996,NA,fell into the sea,drowning,cardiorespiratory arrest,unidentified,NA,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1996,Spain,Melilla,Melilla,Western Mediterranean (land),NA,NA,NA,Melilla,31/01/1996,NA,NA,injury to the head,cardiac arrest,identified,"2 identities: one Moroccan and one Tunisian, with different names and parents names but same date of birth",NA,NA,32,NA,Morocco / Tunisia,NA,NA,NA,NA,NA,NA,accident
NA,1996,Spain,Melilla,Melilla,Western Mediterranean (land),NA,NA,NA,Melilla,7/03/1996,NA,fell,injury to the head,drowning,identified,NA,NA,NA,25,NA,Morocco,NA,NA,NA,NA,NA,NA,NA
NA,1996,Italy,"Sicily, Agrigento",Linosa,Central Mediterranean,1996,NA,NA,NA,NA,NA,NA,drowning,hypothermia,unidentified,NA,NA,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,decomposed
Agrigento 1,1996,Italy,"Sicily, Agrigento",Lampedusa,Central Mediterranean,NA,NA,NA,Lampedusa,17/05/2002,NA,"shipwreck of a boat of migrants coming from Tunisia during the night of 24/4/1996 - 25/4/1996, 10 dead",drowning,NA,identified,NA,NA,male,28,NA,Tunisia,NA,NA,NA,NA,NA,NA,NA
Agrigento 1,1996,Italy,"Sicily, Agrigento",Lampedusa,Central Mediterranean,NA,NA,NA,Lampedusa,17/05/2002,NA,"shipwreck of a boat of migrants coming from Tunisia during the night of 24/4/1996 - 25/4/1996, 10 dead",drowning,NA,identified,NA,NA,male,32,NA,Tunisia,NA,NA,NA,NA,NA,NA,NA
Agrigento 1,1996,Italy,"Sicily, Agrigento",Lampedusa,Central Mediterranean,NA,NA,NA,Lampedusa,17/05/2002,NA,"shipwreck of a boat of migrants coming from Tunisia during the night of 24/4/1996 - 25/4/1996, 10 dead",drowning,NA,identified,NA,NA,male,30,NA,Tunisia,NA,NA,NA,NA,NA,NA,NA
Agrigento 1,1996,Italy,"Sicily, Agrigento",Lampedusa,Central Mediterranean,NA,NA,NA,Lampedusa,17/05/2002,NA,"shipwreck of a boat of migrants coming from Tunisia during the night of 24/4/1996 - 25/4/1996, 10 dead",drowning,NA,identified,NA,NA,male,33,NA,Tunisia,NA,NA,NA,NA,NA,NA,NA
Agrigento 1,1996,Italy,"Sicily, Agrigento",Lampedusa,Central Mediterranean,NA,NA,NA,Lampedusa,17/05/2002,NA,"shipwreck of a boat of migrants coming from Tunisia during the night of 24/4/1996 - 25/4/1996, 10 dead",drowning,NA,identified,NA,NA,male,24,NA,Tunisia,NA,NA,NA,NA,NA,NA,NA
Agrigento 1,1996,Italy,"Sicily, Agrigento",Lampedusa,Central Mediterranean,NA,NA,NA,Lampedusa,17/05/2002,NA,"shipwreck of a boat of migrants coming from Tunisia during the night of 24/4/1996 - 25/4/1996, 10 dead",drowning,NA,identified,NA,NA,male,26,NA,Tunisia,NA,NA,NA,NA,NA,NA,NA
Agrigento 1,1996,Italy,"Sicily, Agrigento",Lampedusa,Central Mediterranean,NA,NA,NA,Lampedusa,17/05/2002,NA,"shipwreck of a boat of migrants coming from Tunisia during the night of 24/4/1996 - 25/4/1996, 10 dead",drowning,NA,identified,NA,NA,male,33,NA,Tunisia,NA,NA,NA,NA,NA,NA,NA
Agrigento 1,1996,Italy,"Sicily, Agrigento",Lampedusa,Central Mediterranean,NA,NA,NA,Lampedusa,17/05/2002,NA,"shipwreck of a boat of migrants coming from Tunisia during the night of 24/4/1996 - 25/4/1996, 10 dead",drowning,NA,identified,NA,NA,male,22,NA,Tunisia,NA,NA,NA,NA,NA,NA,NA
Agrigento 1,1996,Italy,"Sicily, Agrigento",Lampedusa,Central Mediterranean,NA,NA,NA,Lampedusa,17/05/2002,NA,"shipwreck of a boat of migrants coming from Tunisia during the night of 24/4/1996 - 25/4/1996, 10 dead",drowning,NA,identified,NA,NA,male,31,NA,Tunisia,NA,NA,NA,NA,NA,NA,NA
Agrigento 1,1996,Italy,"Sicily, Agrigento",Lampedusa,Central Mediterranean,1996,"sea near Camping La Roccia, Lampedusa",NA,NA,NA,NA,"shipwreck of a boat of migrants coming from Tunisia during the night of 24/4/1996 - 25/4/1996, 10 dead",drowning,NA,unidentified,"recognised by travel companion, first name provided",NA,male,NA,25-30,NA,NA,NA,Morocco,NA,NA,NA,NA
Agrigento 2,1996,Italy,"Sicily, Agrigento",Lampedusa,Central Mediterranean,1997,"35.1050 N 12.3650 E, high seas, 19n.mi. from the coast",1-2 months,NA,NA,NA,NA,NA,NA,unidentified,NA,NA,male,NA,25,NA,NA,NA,NA,white,"clothes, belt, shoes",1.70m,decomposed
Agrigento 2,1996,Italy,"Sicily, Agrigento",Lampedusa,Central Mediterranean,1997,"35.0150 N 12.4250 E, high seas, 25n.mi. from the coast",2-3 months,NA,NA,found by fishing boat,NA,NA,NA,unidentified,NA,unidentified cadaver,male,NA,NA,NA,NA,NA,NA,white,shoes,1.80m,NA
Agrigento 2,1996,Italy,"Sicily, Agrigento",Lampedusa,Central Mediterranean,1997,"35.15 N 12.35 E, high seas, 15n.mi. from the coast",2-3 months,NA,NA,only part of body found,NA,NA,NA,unidentified,NA,unidentified cadaver,NA,NA,NA,NA,NA,NA,NA,white,clothes,NA,NA
Agrigento 2,1996,Italy,"Sicily, Agrigento",Lampedusa,Central Mediterranean,1997,"high seas, 18n.mi. from Lampedusa port",NA,NA,NA,NA,NA,NA,NA,unidentified,NA,unknown,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Agrigento 2,1996,Italy,"Sicily, Agrigento",Lampedusa,Central Mediterranean,1997,"35.1296 N 12.3178 E , 15n.mi. S from Lampedusa port",6 weeks,NA,NA,found entangled in a fishing net,NA,NA,NA,unidentified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1996,Italy,"Sicily, Siracusa",Pachino,Central Mediterranean,1996,16n.mi. SE of Capo Passero island,NA,Pachino,15/05/2001,"found in fishing nets of Mauro Figlio, only part of body found",NA,NA,NA,unidentified,NA,cadaver of male sex unidentified,male,NA,25-30,NA,NA,NA,NA,Asian,"money, papers",NA,NA
NA,1996,Italy,"Puglia, Bari",Bari,Adriatic (sea),1996,"coast of Fesca, Bari",NA,Bari-Murat,23/04/1998,NA,NA,NA,NA,unidentified,NA,cadaver of a woman of unknown identity,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1996,Italy,"Puglia, Foggia",Vico del Gargano,Adriatic (sea),1996,"coast near Hotel Saturno, San Menaio, Vico del Gargano",1 month,Vico del Gargano,17/09/1996,NA,NA,suffocation,drowning,unidentified,NA,unknown person,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1996,Italy,"Puglia, Lecce",Otranto,Adriatic (sea),NA,NA,NA,Otranto,15/06/1996,NA,NA,NA,NA,identified,NA,NA,male,30,NA,Albania,NA,NA,NA,NA,NA,NA,NA
NA,1996,Italy,"Puglia, Lecce",Otranto,Adriatic (sea),NA,NA,NA,Otranto,23/08/1996,NA,NA,NA,NA,identified,NA,NA,male,28,NA,Albania,NA,NA,NA,NA,NA,NA,NA
NA,1996,Italy,"Puglia, Lecce",Otranto,Adriatic (sea),NA,NA,NA,Otranto,11/03/1996,NA,NA,NA,NA,identified,NA,NA,male,26,NA,Albania,NA,NA,NA,NA,NA,NA,NA
NA,1996,Italy,"Puglia, Lecce",Otranto,Adriatic (sea),NA,NA,NA,Otranto,24/06/1996,NA,NA,NA,NA,identified,NA,NA,male,31,NA,Albania,NA,NA,NA,NA,NA,NA,NA
NA,1996,Italy,"Puglia, Lecce",Melendugno,Adriatic (sea),NA,NA,NA,Melendugno,22/10/1996,NA,NA,NA,NA,identified,NA,NA,female,30,NA,Albania,Albania,Albania,NA,NA,NA,NA,NA
NA,1996,Italy,"Puglia, Lecce",Lecce,Adriatic (sea),NA,NA,NA,Lecce,27/04/1996,NA,NA,NA,NA,identified,NA,NA,male,30,NA,Albania,Albania,Albania,NA,NA,NA,NA,NA
NA,1996,Italy,"Puglia, Lecce",Lecce,Adriatic (sea),NA,NA,NA,Lecce,15/12/1997,NA,NA,NA,NA,unidentified,NA,unidentified person,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1996,Italy,"Puglia, Lecce",Margherita di Savoia,Adriatic (sea),1996,sea near Margherita di Savoia,NA,Margherita di Savoia,02/05/1996,NA,NA,drowning,NA,unidentified,NA,person remained unidentified,male,NA,25-35,NA,NA,NA,NA,NA,NA,NA,NA
NA,1996,Italy,"Puglia, Brindisi",San Pietro Vernotico,Adriatic (sea),1996,"beach, Cerano, between the canal of Foggia and the canal of Cimalo",NA,San Pietro Vernotico,23/07/1996,NA,shipwreck,NA,NA,identified,NA,NA,male,27,NA,Albania,Albania,Albania,NA,NA,NA,NA,NA
NA,1996,Italy,"Calabria, Catanzaro",Catanzaro,Central Mediterranean,NA,NA,NA,Catanzaro,15/06/1996,NA,NA,NA,NA,identified,NA,NA,female,26,NA,Morocco,NA,NA,NA,NA,NA,NA,NA
Evros 2,1996,Greece,Evros,Peplos,Eastern Mediterranean (land),NA,NA,NA,Peplos,11/12/1996,NA,NA,mine explosion,NA,unidentified,NA,unidentified,male,NA,25,NA,NA,NA,NA,NA,NA,NA,NA
Evros 2,1996,Greece,Evros,Peplos,Eastern Mediterranean (land),NA,NA,NA,Peplos,11/12/1996,NA,NA,mine explosion,NA,unidentified,NA,unidentified,male,NA,25,NA,NA,NA,NA,NA,NA,NA,NA
NA,1996,Greece,Evros,Peplos,Eastern Mediterranean (land),NA,NA,NA,Peplos,26/09/1996,NA,NA,NA,presumed drowning,unidentified,NA,unidentified,male,NA,25,NA,NA,NA,NA,NA,NA,NA,NA
NA,1996,Greece,Evros,Peplos,Eastern Mediterranean (land),NA,NA,NA,Peplos,26/09/1996,NA,NA,NA,presumed drowning,unidentified,NA,unidentified,male,NA,20,NA,NA,NA,NA,NA,NA,NA,NA
NA,1996,Greece,Evros,Alexandroupoli,Eastern Mediterranean (land),NA,NA,NA,Alexandroupoli,12/03/1996,NA,train accident,injury sustained from train accident,NA,identified,NA,NA,male,26,NA,Iraq,NA,NA,NA,NA,NA,NA,NA
Evros 10,1996,Greece,Evros,Alexandroupoli,Eastern Mediterranean (land),NA,NA,NA,Alexandroupoli,11/08/1996,body recovered by Alexandroupoli police,NA,mine explosion,NA,unidentified,possible identity provided,NA,male,NA,25-30,NA,NA,NA,Iraq,NA,NA,NA,NA
Evros 10,1996,Greece,Evros,Alexandroupoli,Eastern Mediterranean (land),NA,NA,NA,Alexandroupoli,11/08/1996,body recovered by Alexandroupoli police,NA,mine explosion,NA,unidentified,possible identity provided,NA,male,NA,25-30,NA,NA,NA,Iraq,NA,NA,NA,NA
Evros 10,1996,Greece,Evros,Alexandroupoli,Eastern Mediterranean (land),NA,NA,NA,Alexandroupoli,11/08/1996,body recovered by Alexandroupoli police,NA,mine explosion,NA,unidentified,possible identity provided,NA,male,NA,20-25,NA,NA,NA,Iraq,NA,NA,NA,NA
Evros 10,1996,Greece,Evros,Alexandroupoli,Eastern Mediterranean (land),NA,NA,NA,Alexandroupoli,11/08/1996,body recovered by Alexandroupoli police,NA,mine explosion,NA,unidentified,possible identity provided,NA,male,NA,18-20,NA,NA,NA,Iraq,NA,NA,NA,NA
NA,1996,Greece,Evros,Alexandroupoli,Eastern Mediterranean (land),NA,NA,NA,Alexandroupoli,18/10/1996,NA,NA,mine explosion,NA,identified,NA,NA,male,16,NA,Iraq,NA,Iraq,NA,Kurdish,NA,NA,NA
NA,1996,Greece,Evros,Alexandroupoli,Eastern Mediterranean (land),NA,NA,NA,Alexandroupoli,18/11/1996,body recovered by Soufli police,NA,undetermined due to decomposition,NA,unidentified,NA,unidentified,male,NA,25-30,NA,NA,NA,NA,NA,NA,NA,skeletonised
NA,1996,Greece,Evros,Alexandroupoli,Eastern Mediterranean (land),NA,NA,NA,Alexandroupoli,15/07/1996,body recovered by coast guard,NA,drowning,NA,identified,NA,NA,male,32,NA,Iraq,NA,NA,NA,NA,NA,NA,NA
Evros 21,1996,Greece,Evros,Nea Vyssa,Eastern Mediterranean (land),NA,NA,NA,NeaVyssa,11/09/1996,NA,NA,mine explosion,NA,identified,NA,NA,male,29,NA,Iran,NA,NA,NA,NA,NA,NA,NA
Evros 21,1996,Greece,Evros,Nea Vyssa,Eastern Mediterranean (land),NA,NA,NA,NeaVyssa,11/09/1996,NA,NA,mine explosion,NA,identified,NA,NA,male,24,NA,Iran,NA,NA,NA,NA,NA,NA,NA
NA,1996,Greece,North Aegean,"Samos, Vathy",Eastern Mediterranean (sea),1996,sea,NA,Vathy,23/05/1996,NA,NA,NA,presumed drowning,unidentified,NA,unknown male,male,NA,50,NA,NA,NA,NA,NA,NA,NA,NA
Dodecanese 7,1996,Greece,Dodecanese,Kos,Eastern Mediterranean (sea),NA,NA,NA,Kos City,12/01/1996,NA,NA,drowning,NA,identified,NA,NA,male,5,NA,Iraq,NA,NA,NA,NA,NA,NA,NA
Dodecanese 7,1996,Greece,Dodecanese,Kos,Eastern Mediterranean (sea),NA,NA,NA,Kos City,12/01/1996,NA,NA,drowning,NA,identified,NA,NA,female,31,NA,Iraq,NA,NA,NA,NA,NA,NA,NA
Dodecanese 7,1996,Greece,Dodecanese,Kos,Eastern Mediterranean (sea),NA,NA,NA,Kos City,12/01/1996,NA,NA,drowning,NA,identified,NA,NA,male,8,NA,Iraq,NA,NA,NA,NA,NA,NA,NA
NA,1996,Greece,Dodecanese,Rhodes,Eastern Mediterranean (sea),1996,"sea, Karakonero Rodou",3 days,Rhodes City,12/03/1996,NA,NA,drowning,NA,unidentified,NA,unidentified man,male,NA,40-45,NA,NA,NA,NA,NA,NA,NA,NA
NA,1996,Greece,Crete,Rethymno,Eastern Mediterranean (sea),NA,NA,NA,Rethymno,19/07/1996,NA,NA,drowning,NA,unidentified,NA,NA,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1996,Greece,Epirus,Filiates,Adriatic (land),NA,NA,10 days,Filiates,4/10/1996,NA,NA,drowning,NA,unidentified,NA,corpse of unknown man,male,NA,30-50,NA,NA,NA,NA,NA,NA,NA,advanced decomposition
NA,1996,Gibraltar,Gibraltar,Gibraltar,Western Mediterranean (sea),1996,"sea, around 1.5n.mi. E from Gibraltar",NA,Gibraltar,04/12/1996,found floating near an overturned fishing boat at 11:30,NA,drowning,NA,identified,NA,NA,male,29,NA,NA,Morocco,Morocco,NA,NA,NA,NA,NA
NA,1996,Spain,Ceuta,Ceuta,Western Mediterranean (land),NA,NA,NA,Ceuta,15/05/1996,died between 15/4/1996 and 5/5/1996,NA,drowning,asphyxia,unidentified,NA,unknown male cadaver,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
